operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
StopHyperParameterTuningJob,/#X-Amz-Target=SageMaker.StopHyperParameterTuningJob,POST,Stops a running hyperparameter tuning job and a...,hyper_parameter_tuning_jobs,stop_hyper_parameter_tuning_job,exec,,,,,
StopInferenceExperiment,/#X-Amz-Target=SageMaker.StopInferenceExperiment,POST,Stops an inference experiment.,inference_experiments,stop_inference_experiment,exec,,,,,
StopInferenceRecommendationsJob,/#X-Amz-Target=SageMaker.StopInferenceRecommendationsJob,POST,Stops an Inference Recommender job.,inference_recommendations_jobs,stop_inference_recommendations_job,exec,,,,,
StopLabelingJob,/#X-Amz-Target=SageMaker.StopLabelingJob,POST,Stops a running labeling job. A job that is sto...,labeling_jobs,stop_labeling_job,exec,,,,,
StopMlflowTrackingServer,/#X-Amz-Target=SageMaker.StopMlflowTrackingServer,POST,Programmatically stop an MLflow Tracking Server.,mlflow_tracking_servers,stop_mlflow_tracking_server,exec,,,,,
StopMonitoringSchedule,/#X-Amz-Target=SageMaker.StopMonitoringSchedule,POST,Stops a previously started monitoring schedule.,monitoring_schedules,stop_monitoring_schedule,exec,,,,,
StopNotebookInstance,/#X-Amz-Target=SageMaker.StopNotebookInstance,POST,Terminates the ML compute instance. Before term...,notebook_instances,stop_notebook_instance,exec,,,,,
StopOptimizationJob,/#X-Amz-Target=SageMaker.StopOptimizationJob,POST,Ends a running inference optimization job.,optimization_jobs,stop_optimization_job,exec,,,,,
StopPipelineExecution,/#X-Amz-Target=SageMaker.StopPipelineExecution,POST,Stops a pipeline execution. **Callback Step** A...,pipeline_executions,stop_pipeline_execution,exec,,,,,
StopProcessingJob,/#X-Amz-Target=SageMaker.StopProcessingJob,POST,Stops a processing job.,processing_jobs,stop_processing_job,exec,,,,,
StopTrainingJob,/#X-Amz-Target=SageMaker.StopTrainingJob,POST,"Stops a training job. To stop a job, SageMaker ...",training_jobs,stop_training_job,exec,,,,,
StopTransformJob,/#X-Amz-Target=SageMaker.StopTransformJob,POST,Stops a batch transform job. When Amazon SageMa...,transform_jobs,stop_transform_job,exec,,,,,
UpdateAction,/#X-Amz-Target=SageMaker.UpdateAction,POST,Updates an action.,actions,update_action,update,,,,,
UpdateAppImageConfig,/#X-Amz-Target=SageMaker.UpdateAppImageConfig,POST,Updates the properties of an AppImageConfig.,app_image_configs,update_app_image_config,update,,,,,
UpdateArtifact,/#X-Amz-Target=SageMaker.UpdateArtifact,POST,Updates an artifact.,artifacts,update_artifact,update,,,,,
UpdateCluster,/#X-Amz-Target=SageMaker.UpdateCluster,POST,Updates a SageMaker HyperPod cluster.,clusters,update_cluster,update,,,,,
UpdateClusterSchedulerConfig,/#X-Amz-Target=SageMaker.UpdateClusterSchedulerConfig,POST,Update the cluster policy configuration.,cluster_scheduler_configs,update_cluster_scheduler_config,update,,,,,
UpdateClusterSoftware,/#X-Amz-Target=SageMaker.UpdateClusterSoftware,POST,Updates the platform software of a SageMaker Hy...,clusters,update_cluster_software,exec,,,,,
UpdateCodeRepository,/#X-Amz-Target=SageMaker.UpdateCodeRepository,POST,Updates the specified Git repository with the s...,code_repositories,update_code_repository,update,,,,,
UpdateComputeQuota,/#X-Amz-Target=SageMaker.UpdateComputeQuota,POST,Update the compute allocation definition.,compute_quotas,update_compute_quota,update,,,,,
UpdateContext,/#X-Amz-Target=SageMaker.UpdateContext,POST,Updates a context.,contexts,update_context,update,,,,,
UpdateDeviceFleet,/#X-Amz-Target=SageMaker.UpdateDeviceFleet,POST,Updates a fleet of devices.,device_fleets,update_device_fleet,update,,,,,
UpdateDevices,/#X-Amz-Target=SageMaker.UpdateDevices,POST,Updates one or more devices in a fleet.,devices,update_devices,update,,,,,
UpdateDomain,/#X-Amz-Target=SageMaker.UpdateDomain,POST,Updates the default settings for new user profi...,domains,update_domain,update,,,,,
UpdateEndpoint,/#X-Amz-Target=SageMaker.UpdateEndpoint,POST,Deploys the `EndpointConfig` specified in the r...,endpoints,update_endpoint,update,,,,,
UpdateEndpointWeightsAndCapacities,/#X-Amz-Target=SageMaker.UpdateEndpointWeightsAndCapacities,POST,Updates variant weight of one or more variants ...,endpoint,update_endpoint_weights_and_capacities,update,,,,,
UpdateExperiment,/#X-Amz-Target=SageMaker.UpdateExperiment,POST,"Adds, updates, or removes the description of an...",experiments,update_experiment,update,,,,,
UpdateFeatureGroup,/#X-Amz-Target=SageMaker.UpdateFeatureGroup,POST,Updates the feature group by either adding feat...,feature_groups,update_feature_group,update,,,,,
UpdateFeatureMetadata,/#X-Amz-Target=SageMaker.UpdateFeatureMetadata,POST,Updates the description and parameters of the f...,feature_metadata,update_feature_metadata,update,,,,,
UpdateHub,/#X-Amz-Target=SageMaker.UpdateHub,POST,Update a hub.,hubs,update_hub,update,,,,,
UpdateHubContent,/#X-Amz-Target=SageMaker.UpdateHubContent,POST,Updates SageMaker hub content (either a `Model`...,hub_contents,update_hub_content,update,,,,,
UpdateHubContentReference,/#X-Amz-Target=SageMaker.UpdateHubContentReference,POST,Updates the contents of a SageMaker hub for a `...,hub_content_references,update_hub_content_reference,update,,,,,
UpdateImage,/#X-Amz-Target=SageMaker.UpdateImage,POST,Updates the properties of a SageMaker AI image....,images,update_image,update,,,,,
UpdateImageVersion,/#X-Amz-Target=SageMaker.UpdateImageVersion,POST,Updates the properties of a SageMaker AI image ...,image_versions,update_image_version,update,,,,,
UpdateInferenceComponent,/#X-Amz-Target=SageMaker.UpdateInferenceComponent,POST,Updates an inference component.,inference_components,update_inference_component,update,,,,,
UpdateInferenceComponentRuntimeConfig,/#X-Amz-Target=SageMaker.UpdateInferenceComponentRuntimeConfig,POST,Runtime settings for a model that is deployed w...,inference_component,update_inference_component_runtime_config,update,,,,,
UpdateInferenceExperiment,/#X-Amz-Target=SageMaker.UpdateInferenceExperiment,POST,Updates an inference experiment that you create...,inference_experiments,update_inference_experiment,update,,,,,
UpdateMlflowApp,/#X-Amz-Target=SageMaker.UpdateMlflowApp,POST,Updates an MLflow App.,mlflow_apps,update_mlflow_app,update,,,,,
UpdateMlflowTrackingServer,/#X-Amz-Target=SageMaker.UpdateMlflowTrackingServer,POST,Updates properties of an existing MLflow Tracki...,mlflow_tracking_servers,update_mlflow_tracking_server,update,,,,,
UpdateModelCard,/#X-Amz-Target=SageMaker.UpdateModelCard,POST,Update an Amazon SageMaker Model Card. You cann...,model_cards,update_model_card,update,,,,,
UpdateModelPackage,/#X-Amz-Target=SageMaker.UpdateModelPackage,POST,Updates a versioned model.,model_packages,update_model_package,update,,,,,
UpdateMonitoringAlert,/#X-Amz-Target=SageMaker.UpdateMonitoringAlert,POST,Update the parameters of a model monitor alert.,monitoring_alerts,update_monitoring_alert,update,,,,,
UpdateMonitoringSchedule,/#X-Amz-Target=SageMaker.UpdateMonitoringSchedule,POST,Updates a previously created schedule.,monitoring_schedules,update_monitoring_schedule,update,,,,,
UpdateNotebookInstance,/#X-Amz-Target=SageMaker.UpdateNotebookInstance,POST,Updates a notebook instance. NotebookInstance u...,notebook_instances,update_notebook_instance,update,,,,,
UpdateNotebookInstanceLifecycleConfig,/#X-Amz-Target=SageMaker.UpdateNotebookInstanceLifecycleConfig,POST,Updates a notebook instance lifecycle configura...,notebook_instance_lifecycle_configs,update_notebook_instance_lifecycle_config,update,,,,,
UpdatePartnerApp,/#X-Amz-Target=SageMaker.UpdatePartnerApp,POST,Updates all of the SageMaker Partner AI Apps in...,partner_apps,update_partner_app,update,,,,,
UpdatePipeline,/#X-Amz-Target=SageMaker.UpdatePipeline,POST,Updates a pipeline.,pipelines,update_pipeline,update,,,,,
UpdatePipelineExecution,/#X-Amz-Target=SageMaker.UpdatePipelineExecution,POST,Updates a pipeline execution.,pipeline_executions,update_pipeline_execution,update,,,,,
UpdatePipelineVersion,/#X-Amz-Target=SageMaker.UpdatePipelineVersion,POST,Updates a pipeline version.,pipeline_versions,update_pipeline_version,update,,,,,
UpdateProject,/#X-Amz-Target=SageMaker.UpdateProject,POST,Updates a machine learning (ML) project that is...,projects,update_project,update,,,,,
UpdateSpace,/#X-Amz-Target=SageMaker.UpdateSpace,POST,Updates the settings of a space. You can't edit...,spaces,update_space,update,,,,,
UpdateTrainingJob,/#X-Amz-Target=SageMaker.UpdateTrainingJob,POST,Update a model training job to request a new De...,training_jobs,update_training_job,update,,,,,
UpdateTrial,/#X-Amz-Target=SageMaker.UpdateTrial,POST,Updates the display name of a trial.,trials,update_trial,update,,,,,
UpdateTrialComponent,/#X-Amz-Target=SageMaker.UpdateTrialComponent,POST,Updates one or more properties of a trial compo...,trial_components,update_trial_component,update,,,,,
UpdateUserProfile,/#X-Amz-Target=SageMaker.UpdateUserProfile,POST,Updates a user profile.,user_profiles,update_user_profile,update,,,,,
UpdateWorkforce,/#X-Amz-Target=SageMaker.UpdateWorkforce,POST,Use this operation to update your workforce. Yo...,workforces,update_workforce,update,,,,,
UpdateWorkteam,/#X-Amz-Target=SageMaker.UpdateWorkteam,POST,Updates an existing work team with new member d...,workteams,update_workteam,update,,,,,
